g-spine,g-img,g-title,g-director,g-country,g-year,link
,,Once Upon a Time in China V,Tsui Hark,"Hong Kong,",1994,https://www.criterion.com/films/31785-once-upon-a-time-in-china-v
616,,Shallow Grave,Danny Boyle,"United Kingdom,",1994,https://www.criterion.com/films/27981-shallow-grave
944,,Cold Water,Olivier Assayas,"France,",1994,https://www.criterion.com/films/29385-cold-water
590,,Three Colors: Red,Krzysztof Kieślowski,"Switzerland,",1994,https://www.criterion.com/films/27733-three-colors-red
599,,Vanya on 42nd Street,Louis Malle,"United States,",1994,https://www.criterion.com/films/28022-vanya-on-42nd-street
354,,"Clean, Shaven",Lodge Kerrigan,"United States,",1994,https://www.criterion.com/films/551-clean-shaven
453,,Chungking Express,Wong Kar Wai,"Hong Kong,",1994,https://www.criterion.com/films/226-chungking-express
436,,Before the Rain,Milcho Manchevski,"Republic of Macedonia,",1994,https://www.criterion.com/films/858-before-the-rain
,,71 Fragments of a Chronology of Chance,Michael Haneke,"Germany,",1994,https://www.criterion.com/films/28838-71-fragments-of-a-chronology-of-chance
807,,Barcelona,Whit Stillman,"United States,",1994,https://www.criterion.com/films/28691-barcelona
992,,Through the Olive Trees,Abbas Kiarostami,"Iran,",1994,https://www.criterion.com/films/28077-through-the-olive-trees
349,,Kicking and Screaming,Noah Baumbach,"United States,",1995,https://www.criterion.com/films/795-kicking-and-screaming
,,Fallen Angels,Wong Kar Wai,"Hong Kong,",1995,https://www.criterion.com/films/28842-fallen-angels
857,,Before Sunrise,Richard Linklater,"United States,",1995,https://www.criterion.com/films/28692-before-sunrise
,,Black Is . . . Black Ain’t,Marlon Riggs,"United States,",1995,https://www.criterion.com/films/31178-black-is-black-ain-t
533,,Crumb,Terry Zwigoff,"United States,",1995,https://www.criterion.com/films/2104-crumb
919,,Dead Man,Jim Jarmusch,"United States,",1995,https://www.criterion.com/films/29064-dead-man
128,,Carl Th. Dreyer—My Metier,Torben Skjødt Jensen,"Denmark,",1995,https://www.criterion.com/films/667-carl-th-dreyer-my-metier
1213,,To Die For,Gus Van Sant,"United States,",1995,https://www.criterion.com/films/32358-to-die-for
1199,,La cérémonie,Claude Chabrol,"France,",1995,https://www.criterion.com/films/27654-la-ceremonie
381,,La haine,Mathieu Kassovitz,"France,",1995,https://www.criterion.com/films/216-la-haine
,,One Hundred and One Nights,Agnès Varda,"France,",1995,https://www.criterion.com/films/30563-one-hundred-and-one-nights
739,,Safe,Todd Haynes,"United States,",1995,https://www.criterion.com/films/28548-safe
1135,,Devil in a Blue Dress,Carl Franklin,"United States,",1995,https://www.criterion.com/films/32355-devil-in-a-blue-dress
108,,The Rock,Michael Bay,"United States,",1996,https://www.criterion.com/films/649-the-rock
199,,Schizopolis,Steven Soderbergh,"United States,",1996,https://www.criterion.com/films/740-schizopolis
1074,,Irma Vep,Olivier Assayas,"France,",1996,https://www.criterion.com/films/29197-irma-vep
1204,,Trainspotting,Danny Boyle,"United Kingdom,",1996,https://www.criterion.com/films/29627-trainspotting
1070,,Secrets & Lies,Mike Leigh,"United Kingdom,",1996,https://www.criterion.com/films/29202-secrets-lies
1059,,Crash,David Cronenberg,"Canada,",1996,https://www.criterion.com/films/29014-crash
,,A Tale of Summer,Eric Rohmer,"France,",1996,https://www.criterion.com/films/29650-a-tale-of-summer
620,,La promesse,Luc Dardenne and Jean-Pierre Dardenne,"Belgium,",1996,https://www.criterion.com/films/28073-la-promesse
1220,,Bound,Lana Wachowski and Lilly Wachowski,"United States,",1996,https://www.criterion.com/films/33670-bound
998,,When We Were Kings,Leon Gast,"United States,",1996,https://www.criterion.com/films/30086-when-we-were-kings
1184,,The Watermelon Woman,Cheryl Dunye,"United States,",1996,https://www.criterion.com/films/30705-the-watermelon-woman
1202,,Lone Star,John Sayles,"United States,",1996,https://www.criterion.com/films/29021-lone-star
450,,Bottle Rocket,Wes Anderson,"United States,",1996,https://www.criterion.com/films/594-bottle-rocket
705,,Breaking the Waves,Lars von Trier,"Denmark,",1996,https://www.criterion.com/films/28350-breaking-the-waves
1001,,The Daytrippers,Greg Mottola,"Canada,",1996,https://www.criterion.com/films/29464-the-daytrippers
45,,Taste of Cherry,Abbas Kiarostami,"Iran,",1997,https://www.criterion.com/films/242-taste-of-cherry
1152,,Lost Highway,David Lynch,"United States,",1997,https://www.criterion.com/films/31590-lost-highway
980,,La vie de Jésus,Bruno Dumont,"France,",1997,https://www.criterion.com/films/28075-la-vie-de-jesus
627,,The Game,David Fincher,"United States,",1997,https://www.criterion.com/films/28058-the-game
426,,The Ice Storm,Ang Lee,"United States,",1997,https://www.criterion.com/films/336-the-ice-storm
1117,,love jones,Theodore Witcher,"United States,",1997,https://www.criterion.com/films/31501-love-jones
618,,Gray’s Anatomy,Steven Soderbergh,"United States,",1997,https://www.criterion.com/films/28351-gray-s-anatomy
1154,,Eve’s Bayou,Kasi Lemmons,"United States,",1997,https://www.criterion.com/films/32658-eve-s-bayou
75,,Chasing Amy,Kevin Smith,"United States,",1997,https://www.criterion.com/films/615-chasing-amy
509,,Ossos,Pedro Costa,"Portugal,",1997,https://www.criterion.com/films/21942-ossos
1155,,Cure,Kiyoshi Kurosawa,"Japan,",1997,https://www.criterion.com/films/27666-cure
,,Happy Together,Wong Kar Wai,"Hong Kong,",1997,https://www.criterion.com/films/28843-happy-together
47,,Insomnia,Erik Skjoldbjærg,"Norway,",1997,https://www.criterion.com/films/585-insomnia
975,,Funny Games,Michael Haneke,"Austria,",1997,https://www.criterion.com/films/28836-funny-games
40,,Armageddon,Michael Bay,"United States,",1998,https://www.criterion.com/films/578-armageddon
175,,Fear and Loathing in Las Vegas,Terry Gilliam,"United States,",1998,https://www.criterion.com/films/215-fear-and-loathing-in-las-vegas
1077,,Flowers of Shanghai,Hou Hsiao-hsien,"Taiwan,",1998,https://www.criterion.com/films/30521-flowers-of-shanghai
1190,,Drylongso,Cauleen Smith,"United States,",1998,https://www.criterion.com/films/31648-drylongso
485,,The Last Days of Disco,Whit Stillman,"United States,",1998,https://www.criterion.com/films/2954-the-last-days-of-disco
1108,,The Celebration,Thomas Vinterberg,"Denmark,",1998,https://www.criterion.com/films/28059-the-celebration
1089,,After Life,Hirokazu Kore-eda,"Japan,",1998,https://www.criterion.com/films/29081-after-life
536,,The Thin Red Line,Terrence Malick,"United States,",1998,https://www.criterion.com/films/27513-the-thin-red-line
,,A Tale of Autumn,Eric Rohmer,"France,",1998,https://www.criterion.com/films/29651-a-tale-of-autumn
65,,Rushmore,Wes Anderson,"United States,",1998,https://www.criterion.com/films/333-rushmore
920,,The Virgin Suicides,Sofia Coppola,"United States,",1999,https://www.criterion.com/films/29336-the-virgin-suicides
1057,,Ghost Dog: The Way of the Samurai,Jim Jarmusch,"United States,",1999,https://www.criterion.com/films/31032-ghost-dog-the-way-of-the-samurai
611,,Being John Malkovich,Spike Jonze,"United States,",1999,https://www.criterion.com/films/28055-being-john-malkovich
1012,,All About My Mother,Pedro Almodóvar,"Spain,",1999,https://www.criterion.com/films/29569-all-about-my-mother
621,,Rosetta,Luc Dardenne and Jean-Pierre Dardenne,"Belgium,",1999,https://www.criterion.com/films/28056-rosetta
638,,Following,Christopher Nolan,"United Kingdom,",1999,https://www.criterion.com/films/28030-following
866,,Buena Vista Social Club,Wim Wenders,"United States,",1999,https://www.criterion.com/films/28792-buena-vista-social-club
514,,Ride with the Devil,Ang Lee,"United States,",1999,https://www.criterion.com/films/17282-ride-with-the-devil
981,,L’humanité,Bruno Dumont,"France,",1999,https://www.criterion.com/films/28074-l-humanite
558,,Topsy-Turvy,Mike Leigh,"United Kingdom,",1999,https://www.criterion.com/films/27550-topsy-turvy
1042,,Beau travail,Claire Denis,"France,",1999,https://www.criterion.com/films/29646-beau-travail
162,,Ratcatcher,Lynne Ramsay,"United Kingdom,",1999,https://www.criterion.com/films/716-ratcatcher
904,,Election,Alexander Payne,"United States,",1999,https://www.criterion.com/films/29335-election
1060,,Amores perros,Alejandro G. Iñárritu,"Mexico,",2000,https://www.criterion.com/films/30908-amores-perros
100,,Beastie Boys Video Anthology,Various,"United States,",2000,https://www.criterion.com/films/638-beastie-boys-video-anthology
,,The Gleaners and I,Agnès Varda,"France,",2000,https://www.criterion.com/films/30368-the-gleaners-and-i
1215,,Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,"Hungary,",2000,https://www.criterion.com/films/33388-werckmeister-harmonies
1019,,Bamboozled,Spike Lee,"United States,",2000,https://www.criterion.com/films/29007-bamboozled
339,,Yi Yi,Edward Yang,"Taiwan,",2000,https://www.criterion.com/films/781-yi-yi
780,,Code Unknown,Michael Haneke,"France,",2000,https://www.criterion.com/films/28738-code-unknown
1097,,Love & Basketball,Gina Prince-Bythewood,"United States,",2000,https://www.criterion.com/films/31500-love-basketball
875,,Mysterious Object at Noon,Apichatpong Weerasethakul,"Thailand,",2000,https://www.criterion.com/films/29098-mysterious-object-at-noon
1219,,Girlfight,Karyn Kusama,"United States,",2000,https://www.criterion.com/films/33189-girlfight
147,,In the Mood for Love,Wong Kar Wai,"Hong Kong,",2000,https://www.criterion.com/films/198-in-the-mood-for-love
510,,In Vanda’s Room,Pedro Costa,"Portugal,",2000,https://www.criterion.com/films/20820-in-vanda-s-room
256,,A Constant Forge,Charles Kiselyak,"United States,",2000,https://www.criterion.com/films/956-a-constant-forge
151,,Traffic,Steven Soderbergh,"United States,",2000,https://www.criterion.com/films/381-traffic
152,,George Washington,David Gordon Green,"United States,",2000,https://www.criterion.com/films/691-george-washington
723,,Y tu mamá también,Alfonso Cuarón,"Mexico,",2001,https://www.criterion.com/films/28005-y-tu-mama-tambien
157,,The Royal Tenenbaums,Wes Anderson,"United States,",2001,https://www.criterion.com/films/230-the-royal-tenenbaums
872,,Ghost World,Terry Zwigoff,"United States,",2001,https://www.criterion.com/films/28687-ghost-world
894,,The Piano Teacher,Michael Haneke,"France,",2001,https://www.criterion.com/films/28739-the-piano-teacher
489,,Monsoon Wedding,Mira Nair,"India,",2001,https://www.criterion.com/films/2364-monsoon-wedding
259,,Fat Girl,Catherine Breillat,"France,",2001,https://www.criterion.com/films/548-fat-girl
666,,The Devil’s Backbone,Guillermo del Toro,"Mexico,",2001,https://www.criterion.com/films/27914-the-devil-s-backbone
1195,,The Others,Alejandro Amenábar,"Spain,",2001,https://www.criterion.com/films/33636-the-others
779,,Mulholland Dr.,David Lynch,"United States,",2001,https://www.criterion.com/films/28050-mulholland-dr
982,,Hedwig and the Angry Inch,John Cameron Mitchell,"United States,",2001,https://www.criterion.com/films/29018-hedwig-and-the-angry-inch
743,,La Ciénaga,Lucrecia Martel,"Argentina,",2001,https://www.criterion.com/films/28113-la-cienaga
,,The Gleaners and I: Two Years Later,Agnès Varda,"France,",2002,https://www.criterion.com/films/30564-the-gleaners-and-i-two-years-later
928,,Bowling for Columbine,Michael Moore,"United States,",2002,https://www.criterion.com/films/28785-bowling-for-columbine
642,,Naqoyqatsi,Godfrey Reggio,"United States,",2002,https://www.criterion.com/films/28418-naqoyqatsi
968,,Japón,Carlos Reygadas,"Mexico,",2002,https://www.criterion.com/films/28770-japon
843,,Punch-Drunk Love,Paul Thomas Anderson,"United States,",2002,https://www.criterion.com/films/27916-punch-drunk-love
,,Infernal Affairs,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",2002,https://www.criterion.com/films/32453-infernal-affairs
,,Infernal Affairs III,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",2003,https://www.criterion.com/films/32455-infernal-affairs-iii
,,Infernal Affairs II,Andrew Lau Wai-keung and Alan Mak,"Hong Kong,",2003,https://www.criterion.com/films/32454-infernal-affairs-ii
,,Saraband,Ingmar Bergman,"Sweden,",2003,https://www.criterion.com/films/29444-saraband
1073,,Memories of Murder,Bong Joon Ho,"South Korea,",2003,https://www.criterion.com/films/31458-memories-of-murder
,,Dying at Grace,Allan King,"Canada,",2003,https://www.criterion.com/films/27517-dying-at-grace
,,2046,Wong Kar Wai,"Hong Kong,",2004,https://www.criterion.com/films/28847-2046
1149,,Take Out,Sean Baker and Shih-Ching Tsou,"United States,",2004,https://www.criterion.com/films/30084-take-out
858,,Before Sunset,Richard Linklater,"United States,",2004,https://www.criterion.com/films/28693-before-sunset
1092,,Throw Down,Johnnie To,"Hong Kong,",2004,https://www.criterion.com/films/30713-throw-down
300,,The Life Aquatic with Steve Zissou,Wes Anderson,"United States,",2004,https://www.criterion.com/films/741-the-life-aquatic-with-steve-zissou
826,,The New World,Terrence Malick,"United States,",2005,https://www.criterion.com/films/28713-the-new-world
1026,,Me and You and Everyone We Know,Miranda July,"United States,",2005,https://www.criterion.com/films/29112-me-and-you-and-everyone-we-know
1066,,Man Push Cart,Ramin Bahrani,"United States,",2005,https://www.criterion.com/films/30367-man-push-cart
845,,The Squid and the Whale,Noah Baumbach,"United States,",2005,https://www.criterion.com/films/28830-the-squid-and-the-whale
,,"Memory for Max, Claire, Ida and Company",Allan King,"Canada,",2005,https://www.criterion.com/films/27518-memory-for-max-claire-ida-and-company
838,,Pan’s Labyrinth,Guillermo del Toro,"Spain,",2006,https://www.criterion.com/films/28948-pan-s-labyrinth
440,,Brand upon the Brain!,Guy Maddin,"Canada,",2006,https://www.criterion.com/films/746-brand-upon-the-brain
511,,Colossal Youth,Pedro Costa,"Portugal,",2006,https://www.criterion.com/films/439-colossal-youth
1008,,Old Joy,Kelly Reichardt,"United States,",2006,https://www.criterion.com/films/29062-old-joy
1175,,Inland Empire,David Lynch,"United States,",2006,https://www.criterion.com/films/30077-inland-empire
361,,The Beales of Grey Gardens,Albert Maysles and David Maysles,"United States,",2006,https://www.criterion.com/films/666-the-beales-of-grey-gardens
477,,Bergman Island,Marie Nyreröd,"Sweden,",2006,https://www.criterion.com/films/556-bergman-island
540,,The Darjeeling Limited,Wes Anderson,"United States,",2007,https://www.criterion.com/films/27520-the-darjeeling-limited
576,,Secret Sunshine,Lee Chang-dong,"South Korea,",2007,https://www.criterion.com/films/27750-secret-sunshine
958,,"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,"Romania,",2007,https://www.criterion.com/films/28617-4-months-3-weeks-and-2-days
1137,,Frownland,Ronald Bronstein,"United States,",2007,https://www.criterion.com/films/29434-frownland
527,,The Secret of the Grain,Abdellatif Kechiche,"France,",2007,https://www.criterion.com/films/1344-the-secret-of-the-grain
1067,,Chop Shop,Ramin Bahrani,"United States,",2007,https://www.criterion.com/films/30288-chop-shop
741,,My Winnipeg,Guy Maddin,"Canada,",2007,https://www.criterion.com/films/27969-my-winnipeg
496,,Che,Steven Soderbergh,"France,",2008,https://www.criterion.com/films/20987-che
492,,A Christmas Tale,Arnaud Desplechin,"France,",2008,https://www.criterion.com/films/474-a-christmas-tale
502,,Revanche,Götz Spielmann,"Austria,",2008,https://www.criterion.com/films/85-revanche
476,,The Curious Case of Benjamin Button,David Fincher,"United States,",2008,https://www.criterion.com/films/1584-the-curious-case-of-benjamin-button
493,,Gomorrah,Matteo Garrone,"Italy,",2008,https://www.criterion.com/films/1590-gomorrah
1161,,WALL·E,Andrew Stanton,"United States,",2008,https://www.criterion.com/films/33246-wall-e
,,The Beaches of Agnès,Agnès Varda,"France,",2008,https://www.criterion.com/films/30112-the-beaches-of-agnes
513,,Summer Hours,Olivier Assayas,"France,",2008,https://www.criterion.com/films/473-summer-hours
554,,Still Walking,Hirokazu Kore-eda,"Japan,",2008,https://www.criterion.com/films/27540-still-walking
1183,,Medicine for Melancholy,Barry Jenkins,"United States,",2008,https://www.criterion.com/films/29643-medicine-for-melancholy
520,,Everlasting Moments,Jan Troell,"Sweden,",2008,https://www.criterion.com/films/21118-everlasting-moments
504,,Hunger,Steve McQueen,"Ireland,",2008,https://www.criterion.com/films/477-hunger
1138,,Daddy Longlegs,Josh Safdie and Benny Safdie,"United States,",2009,https://www.criterion.com/films/29117-daddy-longlegs
560,,White Material,Claire Denis,"France,",2009,https://www.criterion.com/films/27559-white-material
542,,Antichrist,Lars von Trier,"Denmark,",2009,https://www.criterion.com/films/27524-antichrist
553,,Fish Tank,Andrea Arnold,"United Kingdom,",2009,https://www.criterion.com/films/27541-fish-tank
700,,Fantastic Mr. Fox,Wes Anderson,"United States,",2009,https://www.criterion.com/films/28565-fantastic-mr-fox
612,,Certified Copy,Abbas Kiarostami,"Iran,",2010,https://www.criterion.com/films/28353-certified-copy
617,,And Everything Is Going Fine,Steven Soderbergh,"United States,",2010,https://www.criterion.com/films/27874-and-everything-is-going-fine
574,,Life During Wartime,Todd Solondz,"United States,",2010,https://www.criterion.com/films/27659-life-during-wartime
597,,Tiny Furniture,Lena Dunham,"United States,",2010,https://www.criterion.com/films/28317-tiny-furniture
582,,Carlos,Olivier Assayas,"Germany,",2010,https://www.criterion.com/films/27818-carlos
,,Agnès de ci de là Varda,Agnès Varda,"France,",2011,https://www.criterion.com/films/30906-agnes-de-ci-de-la-varda
622,,Weekend,Andrew Haigh,"United Kingdom,",2011,https://www.criterion.com/films/27783-weekend
1083,,Pariah,Dee Rees,"United States,",2011,https://www.criterion.com/films/31582-pariah
942,,The Tree of Life,Terrence Malick,"United States,",2011,https://www.criterion.com/films/28576-the-tree-of-life
644,,Pina,Wim Wenders,"Germany,",2011,https://www.criterion.com/films/28404-pina
619,,Le Havre,Aki Kaurismäki,"France,",2011,https://www.criterion.com/films/28352-le-havre
628,,The Forgiveness of Blood,Joshua Marston,"United States,",2011,https://www.criterion.com/films/28379-the-forgiveness-of-blood
646,,The Kid with a Bike,Jean-Pierre Dardenne and Luc Dardenne,"Belgium,",2011,https://www.criterion.com/films/28405-the-kid-with-a-bike
708,,Like Someone in Love,Abbas Kiarostami,"Japan,",2012,https://www.criterion.com/films/28616-like-someone-in-love
776,,Moonrise Kingdom,Wes Anderson,"United States,",2012,https://www.criterion.com/films/28757-moonrise-kingdom
923,,Beyond the Hills,Cristian Mungiu,"Romania,",2012,https://www.criterion.com/films/28618-beyond-the-hills
702,,The Great Beauty,Paolo Sorrentino,"Italy,",2013,https://www.criterion.com/films/28604-the-great-beauty
681,,Frances Ha,Noah Baumbach,"United States,",2013,https://www.criterion.com/films/28560-frances-ha
859,,Before Midnight,Richard Linklater,"United States,",2013,https://www.criterion.com/films/28828-before-midnight
787,,Jellyfish Eyes,Takashi Murakami,"Japan,",2013,https://www.criterion.com/films/28759-jellyfish-eyes
794,,Inside Llewyn Davis,Joel Coen and Ethan Coen,"United States,",2013,https://www.criterion.com/films/28721-inside-llewyn-davis
695,,Blue Is the Warmest Color,Abdellatif Kechiche,"France,",2013,https://www.criterion.com/films/28603-blue-is-the-warmest-color
1025,,The Grand Budapest Hotel,Wes Anderson,"United States,",2014,https://www.criterion.com/films/29601-the-grand-budapest-hotel
822,,Clouds of Sils Maria,Olivier Assayas,"France,",2014,https://www.criterion.com/films/28748-clouds-of-sils-maria
809,,Phoenix,Christian Petzold,"Germany,",2014,https://www.criterion.com/films/28851-phoenix
771,,"Two Days, One Night",Jean-Pierre Dardenne and Luc Dardenne,"Belgium,",2014,https://www.criterion.com/films/28720-two-days-one-night
839,,Boyhood,Richard Linklater,"United States,",2014,https://www.criterion.com/films/28820-boyhood
762,,A Master Builder,Jonathan Demme,"United States,",2014,https://www.criterion.com/films/28646-a-master-builder
871,,Dheepan,Jacques Audiard,"France,",2015,https://www.criterion.com/films/29103-dheepan
1091,,Beasts of No Nation,Cary Joji Fukunaga,"United States,",2015,https://www.criterion.com/films/31756-beasts-of-no-nation
846,,Heart of a Dog,Laurie Anderson,"United States,",2015,https://www.criterion.com/films/28909-heart-of-a-dog
896,,The Lure,Agnieszka Smoczyńska,"Poland,",2015,https://www.criterion.com/films/29061-the-lure
861,,45 Years,Andrew Haigh,"United Kingdom,",2015,https://www.criterion.com/films/28908-45-years
828,,Ingrid Bergman: In Her Own Words,Stig Björkman,"Sweden,",2015,https://www.criterion.com/films/28910-ingrid-bergman-in-her-own-words
895,,David Lynch: The Art Life,"Jon Nguyen, Rick Barnes, and Olivia Neergaard-Holm","United States,",2016,https://www.criterion.com/films/29285-david-lynch-the-art-life
924,,Graduation,Cristian Mungiu,"Romania,",2016,https://www.criterion.com/films/29414-graduation
853,,Cameraperson,Kirsten Johnson,"United States,",2016,https://www.criterion.com/films/29003-cameraperson
899,,Personal Shopper,Olivier Assayas,"France,",2016,https://www.criterion.com/films/29252-personal-shopper
893,,Certain Women,Kelly Reichardt,"United States,",2016,https://www.criterion.com/films/29212-certain-women
906,,"I, Daniel Blake",Ken Loach,"United Kingdom,",2016,https://www.criterion.com/films/29357-i-daniel-blake
1080,,Tiny: The Life of Erin Blackwell,Martin Bell,"United States,",2016,https://www.criterion.com/films/29656-tiny-the-life-of-erin-blackwell
976,,Let the Sunshine In,Claire Denis,"France,",2017,https://www.criterion.com/films/29618-let-the-sunshine-in
922,,The Other Side of Hope,Aki Kaurismäki,"Finland,",2017,https://www.criterion.com/films/29253-the-other-side-of-hope
1205,,Mudbound,Dee Rees,"United States,",2017,https://www.criterion.com/films/33829-mudbound
956,,24 Frames,Abbas Kiarostami,"Iran,",2017,https://www.criterion.com/films/29399-24-frames
1133,,Okja,Bong Joon Ho,"United States,",2017,https://www.criterion.com/films/32600-okja
,,Faces Places,Agnès Varda and JR,"France,",2017,https://www.criterion.com/films/30904-faces-places
1031,,Wildlife,Paul Dano,"United States,",2018,https://www.criterion.com/films/29644-wildlife
1061,,Minding the Gap,Bing Liu,"United States,",2018,https://www.criterion.com/films/30515-minding-the-gap
1005,,Cold War,Paweł Pawlikowski,"Poland,",2018,https://www.criterion.com/films/30104-cold-war
1014,,Roma,Alfonso Cuarón,"United States,",2018,https://www.criterion.com/films/30124-roma
1062,,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,"United States,",2019,https://www.criterion.com/films/31036-rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese
1058,,The Irishman,Martin Scorsese,"United States,",2019,https://www.criterion.com/films/30553-the-irishman
1101,,Uncut Gems,Josh Safdie and Benny Safdie,"United States,",2019,https://www.criterion.com/films/31917-uncut-gems
1169,,"This Is Not a Burial, It’s a Resurrection",Lemohang Jeremiah Mosese,"Lesotho,",2019,https://www.criterion.com/films/32409-this-is-not-a-burial-it-s-a-resurrection
1038,,Marriage Story,Noah Baumbach,"United States,",2019,https://www.criterion.com/films/30554-marriage-story
1054,,Parasite,Bong Joon Ho,"South Korea,",2019,https://www.criterion.com/films/30619-parasite
,,Varda by Agnès,Agnès Varda,"France,",2019,https://www.criterion.com/films/30210-varda-by-agnes
1156,,La Llorona,Jayro Bustamante,"Guatemala,",2019,https://www.criterion.com/films/33103-la-llorona
1034,,Portrait of a Lady on Fire,Céline Sciamma,"France,",2019,https://www.criterion.com/films/30469-portrait-of-a-lady-on-fire
1151,,Sound of Metal,Darius Marder,"United States,",2019,https://www.criterion.com/films/32169-sound-of-metal
,,Mangrove,Steve McQueen,"United Kingdom,",2020,https://www.criterion.com/films/33630-mangrove
,,Education,Steve McQueen,"United Kingdom,",2020,https://www.criterion.com/films/33634-education
1121,,Eyimofe (This Is My Desire),Arie Esiri and Chuko Esiri,"Nigeria,",2020,https://www.criterion.com/films/32158-eyimofe-this-is-my-desire
,,Alex Wheatle,Steve McQueen,"United Kingdom,",2020,https://www.criterion.com/films/33633-alex-wheatle
1111,,Dick Johnson Is Dead,Kirsten Johnson,"United States,",2020,https://www.criterion.com/films/32311-dick-johnson-is-dead
,,"Red, White and Blue",Steve McQueen,"United Kingdom,",2020,https://www.criterion.com/films/33632-red-white-and-blue
1109,,Time,Garrett Bradley,"United States,",2020,https://www.criterion.com/films/32170-time
1106,,One Night in Miami . . .,Regina King,"United States,",2020,https://www.criterion.com/films/32171-one-night-in-miami
,,Lovers Rock,Steve McQueen,"United Kingdom,",2020,https://www.criterion.com/films/33631-lovers-rock
1128,,Farewell Amor,Ekwa Msangi,"United States,",2020,https://www.criterion.com/films/32604-farewell-amor
1181,,Petite maman,Céline Sciamma,"France,",2021,https://www.criterion.com/films/33467-petite-maman
1223,,The Underground Railroad,Barry Jenkins,"United States,",2021,https://www.criterion.com/films/34073-the-underground-railroad
1141,,Faya dayi,Jessica Beshir,"Ethiopia,",2021,https://www.criterion.com/films/32189-faya-dayi
1158,,The Power of the Dog,Jane Campion,"United States,",2021,https://www.criterion.com/films/33332-the-power-of-the-dog
1170,,Bergman Island,Mia Hansen-Løve,"France,",2021,https://www.criterion.com/films/33380-bergman-island
1132,,The Worst Person in the World,Joachim Trier,"Norway,",2021,https://www.criterion.com/films/32661-the-worst-person-in-the-world
1164,,The Velvet Underground,Todd Haynes,"United States,",2021,https://www.criterion.com/films/33386-the-velvet-underground
1136,,Drive My Car,Ryusuke Hamaguchi,"Japan,",2021,https://www.criterion.com/films/32441-drive-my-car
1192,,Moonage Daydream,Brett Morgen,"United States,",2022,https://www.criterion.com/films/33621-moonage-daydream
,,Godland,Hlynur Pálmason,"Iceland,",2022,https://www.criterion.com/films/33485-godland
,,No Bears,Jafar Panahi,"Iran,",2022,https://www.criterion.com/films/33531-no-bears
1201,,Guillermo del Toro’s Pinocchio,Guillermo del Toro and Mark Gustafson,"United States,",2022,https://www.criterion.com/films/33828-guillermo-del-toro-s-pinocchio
1178,,Triangle of Sadness,Ruben Östlund,"Sweden,",2022,https://www.criterion.com/films/33532-triangle-of-sadness
1212,,Saint Omer,Alice Diop,"France,",2022,https://www.criterion.com/films/34051-saint-omer
,,Tori and Lokita,Jean-Pierre Dardenne and Luc Dardenne,"Belgium,",2022,https://www.criterion.com/films/33650-tori-and-lokita
1196,,Nanny,Nikyatu Jusu,"United States,",2022,https://www.criterion.com/films/33916-nanny
,,EO,Jerzy Skolimowski,"Poland,",2022,https://www.criterion.com/films/33481-eo
,,Lynch/Oz,Alexandre O. Philippe,"United States,",2022,https://www.criterion.com/films/33490-lynch-oz
,,The Innocent,Louis Garrel,"France,",2022,https://www.criterion.com/films/33649-the-innocent
,,The Eight Mountains,Felix van Groeningen and Charlotte Vandermeersch,"Italy,",2022,https://www.criterion.com/films/33541-the-eight-mountains
1210,,All the Beauty and the Bloodshed,Laura Poitras,"United States,",2022,https://www.criterion.com/films/33813-all-the-beauty-and-the-bloodshed
,,All That Breathes,Shaunak Sen,"United Kingdom,",2022,https://www.criterion.com/films/33942-all-that-breathes
1226,,Perfect Days,Wim Wenders,"Japan,",2023,https://www.criterion.com/films/34274-perfect-days
,,Anselm,Wim Wenders,"Germany,",2023,https://www.criterion.com/films/34053-anselm
,,Afire,Christian Petzold,"Germany,",2023,https://www.criterion.com/films/33797-afire
1218,,Anatomy of a Fall,Justine Triet,"France,",2023,https://www.criterion.com/films/34134-anatomy-of-a-fall
,,"Orlando, My Political Biography",Paul B. Preciado,"France,",2023,https://www.criterion.com/films/33901-orlando-my-political-biography
,,The Shooting/Ride in the Whirlwind,,,,https://www.criterion.com/boxsets/1073-the-shooting-ride-in-the-whirlwind
,,Trilogía de Guillermo del Toro,,,,https://www.criterion.com/boxsets/1209-trilogia-de-guillermo-del-toro
261,,Fanny and Alexander,,,,https://www.criterion.com/boxsets/206-fanny-and-alexander
,,Eclipse Series 2: The Documentaries of Louis Malle,,,,https://www.criterion.com/boxsets/275-eclipse-series-2-the-documentaries-of-louis-malle
1172,,Two Films by Marguerite Duras,,,,https://www.criterion.com/boxsets/6412-two-films-by-marguerite-duras
,,The Samurai Trilogy,,,,https://www.criterion.com/boxsets/40-the-samurai-trilogy
,,Ingmar Bergman’s Cinema,,,,https://www.criterion.com/boxsets/1427-ingmar-bergman-s-cinema
,,Eclipse Series 27: Raffaello Matarazzo’s Runaway Melodramas,,,,https://www.criterion.com/boxsets/808-eclipse-series-27-raffaello-matarazzo-s-runaway-melodramas
