imdb,high_matches,avg_score,coverage,title,script_url,filename,char_fname
0116282,0.8484848484848485,86.0,0.986870897155361,Fargo,https://www.dailyscript.com/scripts/Fargo.txt,Fargo,Fargo_charinfo.txt
0116367,0.8,85.45,0.9765840220385676,From Dusk Till Dawn,https://sfy.ru/?script=from_dusk_till_down,From-Dusk-Till-Dawn,From-Dusk-Till-Dawn_charinfo.txt
0116409,0.7,81.5,0.9945054945054944,The Ghost and the Darkness,https://imsdb.com/scripts/Ghost-and-the-Darkness%2C-The.html,Ghost-and-the-Darkness-The,Ghost-and-the-Darkness-The_charinfo.txt
0116629,0.9183673469387756,90.89795918367346,0.9588719153936546,Independence Day,http://www.awesomefilm.com/script/id4.html,Independence-Day,Independence-Day_charinfo.txt
0116654,0.6190476190476191,82.47619047619048,0.9912280701754386,The Island of Dr. Moreau,https://www.dailyscript.com/scripts/the_island_of_dr_moreau.pdf,The-Island-of-Dr-Moreau,The-Island-of-Dr-Moreau_charinfo.txt
0116695,0.96875,90.84375,0.9631147540983608,Jerry Maguire,https://imsdb.com/scripts/Jerry-Maguire.html,Jerry-Maguire,Jerry-Maguire_charinfo.txt
0116905,0.8867924528301887,93.56603773584904,0.9982964224872232,9-1-1: Lone Star,https://imsdb.com/scripts/Lone-Star.html,Lone-Star,Lone-Star_charinfo.txt
0116922,0.7878787878787878,87.0,0.9901685393258428,Lost Highway,https://www.dailyscript.com/scripts/Lost%2BHighway.txt,Lost-Highway,Lost-Highway_charinfo.txt
0117060,0.75,84.85714285714286,0.9846625766871164,Mission: Impossible,https://imsdb.com/scripts/Mission-Impossible.html,Mission-Impossible,Mission-Impossible_charinfo.txt
0117500,0.813953488372093,87.34883720930233,0.9731113956466068,The Rock,https://imsdb.com/scripts/Rock%2C-The.html,Rock-The,Rock-The_charinfo.txt
0117509,0.9047619047619048,92.33333333333331,0.9800362976406534,Romeo + Juliet,http://www.awesomefilm.com/script/romeo%2Bjuliet.txt,Romeo-Julie,Romeo-Julie_charinfo.txt
0117571,0.8095238095238095,89.80952380952381,0.9907024793388428,Scream VI,https://www.dailyscript.com/scripts/Scream.txt,Scream,Scream_charinfo.txt
0117631,0.75,89.0,0.898876404494382,Shine,https://sfy.ru/?script=shine,Shine,Shine_charinfo.txt
0117666,0.9629629629629628,93.51851851851852,0.9939613526570048,Sling Blade,https://imsdb.com/scripts/Sling-Blade.html,Sling-Blade,Sling-Blade_charinfo.txt
0117731,0.7777777777777778,86.85185185185185,0.9872159090909092,Star Trek: First Contact,https://imsdb.com/scripts/Star-Trek-First-Contact.html,Star-Trek-First-Contact,Star-Trek-First-Contact_charinfo.txt
0117802,0.75,87.5,0.9936238044633368,Swingers,https://www.dailyscript.com/scripts/Swingers.txt,Swingers,Swingers_charinfo.txt
0117918,0.5357142857142857,78.71428571428571,0.9669239250275634,Tin Cup,https://www.dailyscript.com/scripts/Tin_Cup.pdf,Tin-Cup,Tin-Cup_charinfo.txt
0117951,0.8888888888888888,92.5,0.9928057553956836,Trainspotting,https://www.dailyscript.com/scripts/trainspotting.html,Trainspotting,Trainspotting_charinfo.txt
0118158,0.4285714285714285,72.17142857142858,0.9916279069767442,White Squall,https://imsdb.com/scripts/White-Squall.html,White-Squall,White-Squall_charinfo.txt
0118531,0.6764705882352942,85.6470588235294,0.9351351351351352,One Eight Seven,https://www.dailyscript.com/scripts/187.pdf,One-Eight-Seven,One-Eight-Seven_charinfo.txt
0118548,0.9047619047619048,91.04761904761904,0.9861660079051384,Absolute Power,https://imsdb.com/scripts/Absolute-Power.html,Absolute-Power,Absolute-Power_charinfo.txt
0118564,0.875,88.29166666666667,0.9960988296488946,Affliction,https://imsdb.com/scripts/Affliction.html,Affliction,Affliction_charinfo.txt
0118571,0.7551020408163265,83.24489795918367,0.9588100686498856,Air Force One,https://www.dailyscript.com/scripts/AirForceOne_TXT.html,Airforce-One,Airforce-One_charinfo.txt
